,experiment_num,selected_features,pnum
38,2,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
39,2,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
40,2,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
41,2,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
42,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",1.0
43,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",2.0
44,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",3.0
45,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",7.0
46,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",9.0
47,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",10.0
48,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",12.0
49,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",13.0
50,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",14.0
51,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",19.0
52,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
53,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
54,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
55,3,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
56,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",1.0
57,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",2.0
58,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",3.0
59,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",7.0
60,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",9.0
61,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",10.0
62,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",12.0
63,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",13.0
64,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",14.0
65,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",19.0
66,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
67,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
68,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
69,4,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
70,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",1.0
71,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",2.0
72,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",3.0
73,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",7.0
74,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",9.0
75,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",10.0
76,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",12.0
77,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",13.0
78,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",14.0
79,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",19.0
80,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
81,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
82,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
83,5,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
84,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",1.0
85,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",2.0
86,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",3.0
87,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",7.0
88,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",9.0
89,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",10.0
90,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",12.0
91,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",13.0
92,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",14.0
93,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",19.0
94,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
